User,ASIN,Rating
A2NCB0OH692UDJ,1469905833,5
A32ONRYZ8Q6J8Q,1469905833,5
A3P235KSA23607,1469905833,5
A31GMWA73W17SP,1469905833,4
A35CARHL3JXUJ0,1469905833,1
A3E8AITLI16LI3,1469905833,4
A2YOFCOEKH3KB,1469905833,4
A1PL9LU5BMQGYI,1469905833,5
A142HAT43L5W4W,1469905833,1
A2NSTLZ7G1KMKX,1469905833,5
A1YFMTPWG7C589,1469905833,4
A3TGY3ANGBNK7C,1469905833,4
A2Q59QS5174NJ1,1469905833,3
A6EAXALXUOFHY,1469905833,5
AM4XZBQH36O2M,1469905833,4
A1U3Z4ZHK688W7,1469905833,5
A52XCEFBZYPZ0,1469905833,5
A1O79BLZSTP53I,1469905833,3
A3326UC548HDXO,1469905833,3
A2EVRQFL4MYQQA,1469905833,5
A21CMH8OUENQR3,1469905833,5
A1ENV91MFAEVA3,1469905833,5
A2N1S8ZXS93B33,1469905833,3
A3CABHFT8S3ROS,1469905833,4
A28Y3AFPCK9IF,1469905833,1
A33PT7G2MPDMUE,1469905833,4
AZD74VERJY2LP,1469905833,5
A1LPAJPQYR6M19,1469905833,5
A20K2EXYUN4W33,1469905833,5
A3DMZQBWIW697N,1469905833,5
A3O7EX5CU264Y1,1469905833,5
A3LBGLSO2VDJ9Y,1469905833,5
AGYHA346U3CNP,1469905833,4
A3UHDN1OOU5BLU,1469905833,4
A2U15LBEGUQO8E,1469905833,4
ALW3IUB62CD3N,1469905833,4
AR5O1A0W3ZDCI,1469905833,5
A2ZJNCM6CKD875,1469905833,5
A1R1Y51A04NCA0,1469905833,5
A3JE6WW7CWSNIX,1469905833,5
A3L3LTZ0T0U098,1469905833,4
A1O2B483655HVU,1469905833,5
A1DJCR1E71SR2C,1469905833,3
AOD0KRO374ZG6,1469905833,5
A3U6GWZ7W4DALY,1469905833,4
A27FM7KYTCY1B1,1469905833,4
AR0LT0OXMJDX2,1469905833,4
A10YJM8WWKXWOW,1469905833,5
A35JQNJCE24RF3,1469905833,5
AJF5VC7B07WXM,1469905833,5
AKZFIJ1UT4AP1,1469905833,5
A17APVES3TT17Y,1469905833,4
AN2E5YJJ63Z0T,1469905833,5
A3LKYZYX0KTNQP,1469905833,5
AGVODQN1JU0MM,1469905833,5
A3ICUUX4C7YWI9,1469905833,5
AWXZ08SEPOAAO,1469905833,5
A1YK1AM70HDXLE,1469905833,4
A2WFHO27I8XW7L,1469905833,5
AAP1L4EJITOMS,1469982781,5
A1HR006DPQSVAV,1469982781,5
A3VB95TK5API9C,1469982781,4
AOI5W52HBVGRY,1469982781,5
ASLFWJ1KUWNZI,1469982781,3
A1KMD8HMYP57O0,1469982781,5
A1SB5A77COEA1L,1469982781,4
A20HOLTAT3B5N7,1469982781,5
A367AP57HPTG9S,1469982781,5
AASBXWIU1N3O4,1469982781,5
A1UOF52KDFQLP,1469982781,4
A2GT3TNFITYMML,1469982781,5
A1HWRJWHIOU2HF,1469982781,3
A2N8SA67TDOL4,1469982781,5
A1DLH25UVGTPDI,1469982781,5
A2BFYRLZH7A1VM,1469982781,3
A27NVXX82H6EUN,1469982781,5
A9N7QOOEISX99,1469982781,5
A37J1XCFNH6FM4,1469982781,4
A3G0JABVQ4GLAF,1469982781,5
A3EDPGDBDCMJNJ,1469982781,5
A2O4Z88GVCITJY,1469982781,4
A3KCWBZLTGI9NK,1469982781,4
A34YO4U0WFJW3D,1469982781,4
A2DFXODR2AAAVI,1469982781,5
A3FVC66FNE0WY9,1469982781,5
A31GMWA73W17SP,1469982781,4
A320QB8QO0OTPT,1469982781,5
A2EP4BREV46QZ8,1469982781,4
A366H9K5NYRYDN,1469982781,5
A17126555O7KXC,1469982781,4
A17JIHQIDWN21H,1469982781,5
A2VHD8U494G5M4,1469982781,5
A243C12IG9Q7PI,1469982781,5
A2Y3ZGVRA3S23L,1469982781,1
A1N00Z8F31AF8L,1469982781,4
A3RJASGQHGWGY4,1469982781,5
A2WVEBYYZXU3LQ,1469982781,5
ATD5ZEHYN4NBL,1469982781,5
A29M69HGLQSG8Z,1469982781,5
A1H35RNPTPP9RI,1469982781,5
A1YRSZE6PP2HZL,1469982781,5
A2T5K3HIGHJYE8,1469982781,5
A2YOFCOEKH3KB,1469982781,5
AB5F6705JT7US,1469982781,5
A1CGAU176MRXGD,1469982781,5
AWHGOWFKH6QAB,1469982781,4
A3WTVG2ZGVFKW,1469982781,5
A1GHQOXZME7VLL,1469982781,5
A27V6NFIQ8XFBW,1469982781,5
A1T55654YUB2L1,1469982781,5
A27GADI1VPO2IK,1469982781,5
A12ZO1K8ZVRBR5,1469982781,4
A324QY39RJ9A4T,1469982781,5
A132J9IE3OXW7M,1469982781,5
A1BEF1YENP535Z,1469982781,5
A6XQYLU7G8QND,1469982781,5
ALYI8YM90TPD1,1469982781,5
A3C0ENCMXPULA1,1469982781,5
A22CCH01TJOC2,1469982781,3
A234OPMAEPDBFI,1469982781,5
A1EREL55X7JD56,1469982781,5
A14C8TCFEYD4IJ,1469982781,5
ACJS6J7UEXT5,1469982781,5
A17Y1M3GQZ5OL0,1469982781,5
A1GSPADXH17N25,1469982781,4
A1MU8E76C6HXW4,1469982781,5
A33OHMIDTB3M5S,1469982781,5
A2TF6G6Q7ZTW8C,1469982781,3
A1VS480MUY50YE,1469982781,5
A185DSX2TJYOEQ,1469982781,5
A2MVQVJDE0FRTN,1469982781,5
A18G6STRQVG0RR,1469982781,5
AH6SMAK6CHPV4,1469982781,5
A1Y9IWMS0RJKDU,1469982781,5
A1105ZFMT1RC46,1469982781,5
A18B1WNWZW89V3,1469982781,5
A377AQ6Z5SQKTK,1469982781,4
A17NA3I4RQ1140,1469982781,5
APC5HQQCS4X83,1469982781,5
A3AANHILJU77IK,1469982781,5
A3PSJMCN64D07I,1469982781,5
A33UUSX8ECQTRQ,1469982781,4
A1VFJG0OXZSAN8,1469982781,5
A3DVTU6BUBAC6,1469982781,5
A3D7N66N9ZIFHG,1469982781,5
A3RKCR4IGPUFL0,1469982781,5
A2E21D7K129S1A,1469982781,5
A14ZYLW0816G0P,1469982781,4
A10PXQY535XY39,1469982781,5
A3OGIGTQ6SIHSN,1469982781,5
A1OJHBV5QL2DXJ,1469982781,3
AQ47K9JLG8XVA,1469982781,5
A1JI83RLITTQST,1469982781,5
A3B3ODDZ59Y4II,1469982781,4
A39B4H20EJ9PMT,1469982781,5
A6M2QSCUVYEJU,1469982781,5
A26B18U7CNN8IW,1469982781,5
A1JIZ2Y8VG90AI,1469982781,5
AAWWVH8V7DVX4,1469982781,4
A33JTEMYGCO69V,1469982781,4
A2N1S8ZXS93B33,1469982781,5
AZ6HFG4ECUX81,1469982781,5
A2VRZDJXL8K5ZM,1469982781,5
AXP1E6KGV6AM5,1469982781,4
A3HLG1TZKCPLNA,1469982781,5
A29G5X33I71N83,1469982781,5
A28Y3AFPCK9IF,1469982781,4
AIL5WGEV9YQWB,1469982781,5
A1BUA3LAY7A8ZK,1469982781,5
A2K7ZHCDQQA2B2,1469982781,4
A1VOV2KWOAVLAA,1469982781,5
A128RN8IBCYCO5,1469982781,5
A2QFES3SU563U,1469982781,4
A64NGKLPWCG32,1469982781,4
AJYM49U04915T,1469982781,5
A1J0CB2ZMZK13O,1469982781,5
AEL81IO1WURTL,1469982781,5
AAOA3WLON3GKX,1469982781,5
A1GRVX5Y1L702P,1469982781,4
AWC38PDUZQ8RJ,1469982781,4
A2M4P4HNWYLJEL,1469982781,5
A3BU2XJNEHB3D,1469982781,4
A21WSXIS8T4PZU,1469982781,5
A3O6Z1T0IZ3NT,1469982781,5
A27IFF8QIN38KC,1469982781,5
A1UB0T5HVJIK62,1469982781,3
A126LCW1GHP71V,1469982781,5
A1PFEXYA0ELWCD,1469982781,5
A2MI5ZSQ6IV07M,1469982781,5
AHLVLW2TZX1LA,1469982781,3
AZUK2I9YOOT1Y,1469982781,5
AHBARDTLF35PU,1469982781,4
A31FNFK4UPNHDP,1469982781,5
A2TGLLUT78OR9S,1469982781,5
A69QW3QO504EN,1469982781,5
A3FQWDNO97VUGG,1469982781,1
A2I9SOM8NW320O,1469982781,5
A29O0RTLQBLMYP,1469982781,3
AUBZYFC3DTMZC,1469982781,5
AY2H0D186RONX,1469982781,5
A2KSFF4LKIS8JF,1469982781,5
A23ZKOQPLCX5GW,1469982781,3
A3J6BG42QHFD5T,1469982781,5
A23LDHA1Z0BR7R,1469982781,5
A12UOVY2WKK2Z9,1469982781,5
AE7NMAODMZ9ZX,1469982781,5
AM07AC2ARJJMS,1469982781,4
A1841TMI2HV7BS,1469982781,4
AROM93VDAPJEX,1469982781,4
A3PATLW8T3PQV7,1469982781,4
A1DJCR1E71SR2C,1469982781,4
A95X8004P89UG,1469982781,5
A17F3JQAMH2L1U,1469982781,1
A2R13SOM0THZHS,1469982781,5
AO4DN3UD2KW6T,1469982781,5
AQJL6AFEFQPX3,1469982781,5
A1NLXZ3SRT9HO2,1469982781,5
A21HD9GWN5OHDZ,1469982781,5
A9FCO8RDJVABW,1469982781,5
A9EKFDWT0EAM2,1469982781,5
A2J82BNDV59581,1469982781,5
A25OT2WVEKP6HR,1469982781,5
A1ZCEJEA67P6DE,1469982781,3
A11AYKR8GOW2HA,1469982781,4
A3FS37D3BX9YAS,1469982781,5
AOD0KRO374ZG6,1469982781,5
A32CCK9Z1L2JBJ,1469982781,5
A1QAH7WJIDKUPL,1469982781,5
A2H418XSATH0K7,1469982781,5
AN12HQKQVUCRV,1469982781,5
A2U7WBWEY9LV1K,1469982781,5
A2ZP6ZIEQH9TQY,1469982781,5
AEHS40NSAAK7L,1469982781,5
AK4LWJM27FJDK,1469982781,4
A9M473JZX8J96,1469982781,5
AHDWNMKWFS4FZ,1469982781,5
ADXRJFXVGGEFE,1469982781,5
A3OYOY6OVT8VSF,1469982781,4
A2SVSKVMSGV6AB,1469982781,5
A18O583BFX2LJR,1469982781,5
AKF1XBBWAQR6L,1469982781,2
A2W0WSFQ4VK23L,1469982781,4
A1GHNU9LOHE3T,1469982781,4
AARUDG7R70WVV,1469982781,5
A1RM1BXXU6KJPM,1469982781,5
A33YHG38QGS7MI,1469982781,5
A1JQ9LM3HUW9QL,1469982781,5
A3EJDCT3TAEC2,1469982781,5
A11GG623AD89YT,1469982781,5
A17APVES3TT17Y,1469982781,2
A1XDWTVDF37IT3,1469982781,4
A5UE8B9Q18NY1,1469982781,5
AIYLXC2Y5I8ER,1469982781,5
A3C5VDFQ6IE702,1469982781,5
A1G3MV6FZN0LQ7,1469982781,5
A2H5U8EDKQEFXZ,1469982781,4
A3Q2QXBBJLWHCT,1469982781,4
A3N4FI8YRIUJLB,1469982781,4
A1GG7IGPDV99SL,1469982781,5
A111UPKN9II9BQ,1469982781,5
A1TQYAEFWXVJWV,1469982781,5
A4VSO1FQFTUUT,1469982781,5
A2I7R7B5UAJAOP,1469982781,5
A3IQ5HVRNPSB0X,1469982994,5
AJD9EXH0MLZ7G,1469982994,5
A14E7UOXFGLIJN,1469982994,5
A3N9DHNJWK0324,1469982994,4
AE4H1E8A90ZHT,1469982994,5
A3VB95TK5API9C,1469982994,5
A1IW7CDGG1YSOV,1469982994,5
A1GUNBQDH7YE86,1469982994,5
A14P4UH613ZFQZ,1469982994,5
A2BFYRLZH7A1VM,1469982994,4
AZHZZONN1SO6P,1469982994,5
A1JE18A9K2I6SK,1469982994,5
A1UOF52KDFQLP,1469982994,5
A1C1GKIO9CUFJR,1469982994,5
A335TAL693Q3DP,1469982994,5
A37J1XCFNH6FM4,1469982994,5
AKUOITG3LK6Q,1469982994,4
A2Y7HPX4JGE3D0,1469982994,5
A2EP4BREV46QZ8,1469982994,5
A1ANG1191JS7J1,1469982994,5
A2ST4LBAAO72H4,1469982994,5
AOENSJXMTGVY9,1469982994,5
A3SK6BTH6X3EI3,1469982994,5
A2WVEBYYZXU3LQ,1469982994,4
A12PCQ4PX758P,1469982994,5
A29M69HGLQSG8Z,1469982994,4
A2T5K3HIGHJYE8,1469982994,5
A271QP4TM8CLKE,1469982994,5
A1CGAU176MRXGD,1469982994,5
AWHGOWFKH6QAB,1469982994,4
A2STVQLJOKQZXC,1469982994,5
A2C9EUQQAWIE2W,1469982994,5
A2955KPJ9NXWXH,1469982994,5
A2DER7R7N0DL3C,1469982994,4
A1MUAEATTGI7G5,1469982994,5
ARD4M7RUCM9UT,1469982994,5
A2F9UEC1E9SAII,1469982994,5
A2VY0D1UGF9EP9,1469982994,5
A1S13W6NAB263K,1469982994,5
A132J9IE3OXW7M,1469982994,5
AMQHFEOYV23LR,1469982994,5
AJL59IEBNETQ8,1469982994,5
A3TGY3ANGBNK7C,1469982994,4
A3EI0EW24KBT1J,1469982994,5
A1I6O06CDRWYSH,1469982994,5
A2OBZW6JIRROX6,1469982994,4
A16BI2XOSTGBBC,1469982994,5
A5L5XSI5XKEQQ,1469982994,5
A27N0M5APOF0UD,1469982994,5
A1GSPADXH17N25,1469982994,5
A1MU8E76C6HXW4,1469982994,5
A32ED2IY82H5HX,1469982994,5
A2KROI4ILOO4JY,1469982994,5
A3NDST1X8JVAP7,1469982994,5
A7QN3YS1SUO7G,1469982994,5
A1VS480MUY50YE,1469982994,5
AGBJLNGU1KNJU,1469982994,5
A38I2YE5DPF9PT,1469982994,5
A14ASJYL2MJNUF,1469982994,3
A22VZG6L26GEE3,1469982994,5
A18UKXUCZMSKXB,1469982994,5
A1Y9IWMS0RJKDU,1469982994,5
A377AQ6Z5SQKTK,1469982994,5
A3L96S474I5X02,1469982994,5
A3326UAF6R1PJM,1469982994,5
APC5HQQCS4X83,1469982994,5
A35IBI1JC1NGQ5,1469982994,3
A3FCTCNWUEPO5P,1469982994,4
A2ZZAN4CWSJRZ,1469982994,5
A3GUHMXFZRA2NO,1469982994,5
A1DYYHCVSNIUT,1469982994,5
A28X9XC8WGIQBP,1469982994,5
A2SMHIVHZGSLNF,1469982994,5
AWEJZKUA7PKS4,1469982994,5
A1VFJG0OXZSAN8,1469982994,5
A1W5758V90WQKZ,1469982994,3
A270A3KNSPSJJJ,1469982994,3
A2E21D7K129S1A,1469982994,3
A14ZYLW0816G0P,1469982994,4
A3S19TR4DVFB0D,1469982994,5
A10PXQY535XY39,1469982994,5
A1OJHBV5QL2DXJ,1469982994,4
A1JI83RLITTQST,1469982994,5
A3B3ODDZ59Y4II,1469982994,5
A39B4H20EJ9PMT,1469982994,5
A2XHH3665L33BT,1469982994,3
A26B18U7CNN8IW,1469982994,5
A1JIZ2Y8VG90AI,1469982994,5
A3B143RS9OTU6F,1469982994,5
A2IF5C0I5BH11F,1469982994,4
A3CABHFT8S3ROS,1469982994,5
A3HLG1TZKCPLNA,1469982994,5
A29G5X33I71N83,1469982994,5
AE3V0XLHHPMOG,1469982994,4
A1DF4OCCH3PWLK,1469982994,5
A2ORQUJV81OPSC,1469982994,5
A9LO0O8HSMPRZ,1469982994,5
A3S21JD7JZS5S,1469982994,5
A2CXV6PTJCX3AM,1469982994,5
A1R5QZMPDS13Y0,1469982994,5
AJYM49U04915T,1469982994,5
A33PT7G2MPDMUE,1469982994,5
A1J0CB2ZMZK13O,1469982994,5
AEL81IO1WURTL,1469982994,5
A1SFNAPI9UFL3D,1469982994,5
A21J27Z4G0NZFA,1469982994,5
A1GRVX5Y1L702P,1469982994,4
AZD74VERJY2LP,1469982994,4
A2Z23DMX2A8TS5,1469982994,3
A34PYXX30DCKU1,1469982994,5
A35RCD7ZMLKPYO,1469982994,5
A1IVNZD0A4AMAG,1469982994,4
A3SJW5TGW16UDT,1469982994,5
A2B1MXB18XYYZ9,1469982994,5
A1UB0T5HVJIK62,1469982994,5
A8A7SOYTBRFOR,1469982994,5
AJPHLYSN511X5,1469982994,4
A1PFEXYA0ELWCD,1469982994,4
A2ZBOGVULTN8AC,1469982994,5
AZUK2I9YOOT1Y,1469982994,5
AHBARDTLF35PU,1469982994,4
A1MPZ3A6XEGA3O,1469982994,4
A2MV8YJULGLJ3J,1469982994,3
A1BC1EZ5SWCF6B,1469982994,5
A2TGLLUT78OR9S,1469982994,5
A69QW3QO504EN,1469982994,5
A2ISJ6GF6EGDAT,1469982994,5
A3VGVTQ79R15SG,1469982994,5
A1RNIUTPBA7BFT,1469982994,4
A2I9SOM8NW320O,1469982994,5
A299FEAJTBV8NO,1469982994,5
A3AD2MXB66CYGL,1469982994,5
AUBZYFC3DTMZC,1469982994,4
A1ODOV9W7G3GF3,1469982994,4
A34E9CJNCQ5S8E,1469982994,5
AHQHUBE9H5TGN,1469982994,4
AL4D6OHMS2Z9P,1469982994,5
A2Q0EH08QMQAUF,1469982994,5
A10C5RP21MQYT6,1469982994,5
A3V9JJ9MCZHTMQ,1469982994,5
AROM93VDAPJEX,1469982994,4
A22T03YW3LA40E,1469982994,5
A17F3JQAMH2L1U,1469982994,3
AGCQUDUCJRV0B,1469982994,4
A1NLXZ3SRT9HO2,1469982994,5
A25OT2WVEKP6HR,1469982994,5
AF9699PNS5Y66,1469982994,5
A1ZCEJEA67P6DE,1469982994,5
AOGRUTGTRTF97,1469982994,5
A3HY7DE45OAY0G,1469982994,3
A4WIWO7P5FZ40,1469982994,4
A27FM7KYTCY1B1,1469982994,5
A3L0T7QGSRJOWG,1469982994,5
AN12HQKQVUCRV,1469982994,5
A2A96H9YA1LG7G,1469982994,5
A3LZ0JRHJRZXBU,1469982994,5
A255TOW74IKRE,1469982994,5
A1WZ6KEPMXI5BK,1469982994,3
A20A8HZX37BOYL,1469982994,3
AYDO4CLBG2H4M,1469982994,5
A23ZHUM42JUH1O,1469982994,5
A1RM1BXXU6KJPM,1469982994,5
A1U10F4VS6R0EG,1469982994,5
A2OW7M39KY9WHR,1469982994,5
A32ZHWSB4NJINH,1469982994,5
A11GG623AD89YT,1469982994,5
A19DWIC1T7127Y,1469982994,2
A3L2JFQR9GC6RA,1469982994,5
A1J6YJ42ZEFYII,1469982994,5
A35E67TLPB0D6Y,1469982994,5
A1NJHOGKZZRAX8,1469982994,1
A15EI56DL57DZC,1469982994,5
AC1E4QBYUSXGY,1469982994,5
A5UE8B9Q18NY1,1469982994,5
AIYLXC2Y5I8ER,1469982994,5
A3LKYZYX0KTNQP,1469982994,5
A3KM84RAZA7XXC,1469982994,5
A3BR1CG9CRXB6Z,1469982994,5
A29RP42D7DXOPA,1469982994,5
AW7JJRAMYZY1X,1469982994,5
A32W00FBS3MUH,1469982994,5
A2UMAQ532HI9S,1469982994,3
A2NTCUJW056D97,1469982994,5
A2I7R7B5UAJAOP,1469982994,5
A3526B1LCK47X9,1469984016,5
A3UV7BV3U6NA57,1469984016,5
AE4H1E8A90ZHT,1469984016,5
AOI5W52HBVGRY,1469984016,5
AYX4FFM42UGTM,1469984016,5
A2RYT2UPEQXUAV,1469984016,4
A185ZIRYF3ET4Y,1469984016,5
A1CHB3TM1KJYRE,1469984016,5
A20HOLTAT3B5N7,1469984016,4
A1GUNBQDH7YE86,1469984016,5
A14P4UH613ZFQZ,1469984016,5
A37J1XCFNH6FM4,1469984016,4
A3HLUF8W1DCHK9,1469984016,4
A1JLU5H1CCENWX,1469984016,5
A2A118C3EOJLL6,1469984016,5
A366H9K5NYRYDN,1469984016,5
A30TZBEYTQK723,1469984016,5
A2QRFHJ2MOY662,1469984016,5
AW2YV4VRZB837,1469984016,2
A2C9EUQQAWIE2W,1469984016,4
A33OM5IX0UBUS7,1469984016,5
A27V6NFIQ8XFBW,1469984016,2
A3EI0EW24KBT1J,1469984016,5
ACJSEMUKOMAX1,1469984016,5
A1EREL55X7JD56,1469984016,4
A6EAXALXUOFHY,1469984016,5
AJ81CMFPUNB2I,1469984016,4
A1ZRC3HP9RWMGX,1469984016,3
A2MNO2UIASYHY4,1469984016,5
A11CHNJT1S2RZH,1469984016,5
AGBJLNGU1KNJU,1469984016,5
ARP7RFS0DPP8P,1469984016,2
A18UKXUCZMSKXB,1469984016,4
A2HYRVSYQSX3EW,1469984016,4
A3AANHILJU77IK,1469984016,4
A1DYYHCVSNIUT,1469984016,5
A1W5758V90WQKZ,1469984016,2
A5FDYZB6MG2TT,1469984016,5
A33V7TNI64YB1Z,1469984016,3
A2E21D7K129S1A,1469984016,5
A14ZYLW0816G0P,1469984016,4
AQ47K9JLG8XVA,1469984016,5
A1TUBKEWD01LLS,1469984016,1
A39B4H20EJ9PMT,1469984016,4
A2WA0ICRX5ELFT,1469984016,5
A2XHH3665L33BT,1469984016,5
A17J3U3XOZ5A4B,1469984016,4
A2IF5C0I5BH11F,1469984016,1
AXP1E6KGV6AM5,1469984016,2
AI9UG9ACOAEE1,1469984016,3
A243FA8XGHI63J,1469984016,5
AIL5WGEV9YQWB,1469984016,4
AXMNLUJHA9RG7,1469984016,5
A2ORQUJV81OPSC,1469984016,5
A3QWKECMPY3BIK,1469984016,5
A1Y7TTNFM0HKJZ,1469984016,5
A2ZH4J33QCJU3X,1469984016,5
A327UWW74ZDWVD,1469984016,5
A2X7Q6WAYYSRHL,1469984016,5
A1GRVX5Y1L702P,1469984016,1
A20MR55MC6W1SQ,1469984016,5
AM9W61ZE696PD,1469984016,4
A1UB0T5HVJIK62,1469984016,5
A8A7SOYTBRFOR,1469984016,4
A20VK7GSA3F93L,1469984016,3
AHJU8BR255NQL,1469984016,4
A2MI5ZSQ6IV07M,1469984016,1
AZUK2I9YOOT1Y,1469984016,4
AF4KG72RNN903,1469984016,1
A12NWV26GSNYZC,1469984016,4
A3NV6WTQAZ09ZL,1469984016,5
A3C83JYGV84IXJ,1469984016,5
A3F6FOK4T9TYH2,1469984016,4
A2Q0EH08QMQAUF,1469984016,2
A3J6BG42QHFD5T,1469984016,4
AZZN6N74U2PA5,1469984016,5
A10C5RP21MQYT6,1469984016,5
A3KQR7QI6HBHQ3,1469984016,5
A21HD9GWN5OHDZ,1469984016,5
A25OT2WVEKP6HR,1469984016,5
A16ZTSR8M5J5G2,1469984016,1
A1AHCX8ONTKNSG,1469984016,5
A3PVITIAGAY52P,1469984016,3
A2FSKWRVPF80VP,1469984016,5
A2ZP6ZIEQH9TQY,1469984016,3
A12F1OPZ17YHBS,1469984016,4
AYDO4CLBG2H4M,1469984016,4
A179ZGXWA4RW3Q,1469984016,4
ARF0RFXFAQWMR,1469984016,5
AWXMFZ1J6FEUQ,1469984016,2
A33OD5D4ZA2O2T,1469984016,5
AE650NIVWHE10,1469984016,4
A1XDWTVDF37IT3,1469984016,5
A1NJHOGKZZRAX8,1469984016,1
A2IEQ2QLPYH8I3,1469984016,3
A111UPKN9II9BQ,1469984016,2
A1TQYAEFWXVJWV,1469984016,5
A2AN5Q5BLFSCBH,1469984016,3
A3IQ5HVRNPSB0X,1470077892,3
A14VZGCVZYP3QV,1470077892,4
A4T10LCCYXO6S,1470077892,4
A26NG8QVBF5527,1470077892,4
A1PNUOUUJ6AGUJ,1470077892,5
A2T3SY1U7SBO0N,1470077892,5
A3ER1IML5T7SBS,1470077892,5
A1LST4I72EIH9P,1470077892,5
AASBXWIU1N3O4,1470077892,5
A399IH9QO7J279,1470077892,5
A1JE18A9K2I6SK,1470077892,5
A20HOLTAT3B5N7,1470077892,5
A3PEU3A1ELRGYD,1470077892,5
AVGYENZU56KBR,1470077892,1
A27NVXX82H6EUN,1470077892,4
A9N7QOOEISX99,1470077892,4
A37J1XCFNH6FM4,1470077892,4
A30KZ4IDLBAQQH,1470077892,5
AKCNUNETFH3LX,1470077892,4
A2NSTLZ7G1KMKX,1470077892,5
A33OM5IX0UBUS7,1470077892,5
A2F9UEC1E9SAII,1470077892,4
A2INY2QEQN7CBG,1470077892,5
A3IQ0P3M39IY8U,1470077892,4
A14UX1QSUH387Z,1470077892,5
A1OBQ5I31GW1TG,1470077892,3
A3TGY3ANGBNK7C,1470077892,5
A2YIBH6HVHG7N8,1470077892,5
A1U5YRKIKCAJB7,1470077892,5
A1EREL55X7JD56,1470077892,5
A6EAXALXUOFHY,1470077892,5
AGBJLNGU1KNJU,1470077892,4
AQGUOLZBA6M7V,1470077892,5
A14ASJYL2MJNUF,1470077892,5
A22VZG6L26GEE3,1470077892,5
A18UKXUCZMSKXB,1470077892,5
A1LEQYV3H572Y1,1470077892,5
A1Y9IWMS0RJKDU,1470077892,5
A2KXAK7UL6NNMZ,1470077892,5
A1105ZFMT1RC46,1470077892,5
A3L96S474I5X02,1470077892,3
AN9O9JE1B8LLO,1470077892,5
A2HJFCZ5YBYEXV,1470077892,5
APC5HQQCS4X83,1470077892,5
A5FDYZB6MG2TT,1470077892,4
A26B18U7CNN8IW,1470077892,4
A29G5X33I71N83,1470077892,5
A28Y3AFPCK9IF,1470077892,3
A9LO0O8HSMPRZ,1470077892,2
A1RVTF261ZMY4M,1470077892,5
A3CMSC7HZMYCC2,1470077892,4
A3DFRUDDNUDKXK,1470077892,5
AZD74VERJY2LP,1470077892,5
A2EWV79XJ1B45H,1470077892,4
AGVIWB7GUWKE0,1470077892,4
A37TSBRSTJN82N,1470077892,4
A20K2EXYUN4W33,1470077892,5
A1OAHQY4MBKZZV,1470077892,5
A2B1MXB18XYYZ9,1470077892,4
A1B52X0UZIMWNM,1470077892,5
A1BC1EZ5SWCF6B,1470077892,4
A2ULVKYA9WLDXW,1470077892,5
A1S13OOZA8O1VP,1470077892,5
A3B27TYNT0DB4K,1470077892,4
A2Q0EH08QMQAUF,1470077892,3
A3D954KP02162M,1470077892,4
AE7NMAODMZ9ZX,1470077892,5
AG6R4AJTRFNL6,1470077892,5
A2O3YPJ1EIUPBO,1470077892,5
A85LSXS3F2GYC,1470077892,4
A1QPUC7ZQSX7HB,1470077892,5
A34RCMEBA3J81X,1470077892,5
A3834KXXYI8AEH,1470077892,5
A17ZSGJ0MGJSQM,1470077892,5
A1WZ6KEPMXI5BK,1470077892,4
A320NYVVIZSZGY,1470077892,4
A23GRXCXQU3SM8,1470077892,5
AKF1XBBWAQR6L,1470077892,3
A2LB0KM18TZOVT,1470077892,4
A1GHNU9LOHE3T,1470077892,4
A2SN01DATX3S6W,1470077892,5
AWXMFZ1J6FEUQ,1470077892,5
A13KP9R4K5RZES,1470077892,4
A2WFHO27I8XW7L,1470077892,5
A111UPKN9II9BQ,1470077892,4
AJD9EXH0MLZ7G,1470124327,5
A1HR006DPQSVAV,1470124327,5
A3VB95TK5API9C,1470124327,5
AYX4FFM42UGTM,1470124327,5
A2T3SY1U7SBO0N,1470124327,5
A1GUNBQDH7YE86,1470124327,5
A2M582GPCYY7F2,1470124327,5
A1LO4B7AQJI6V1,1470124327,5
A2NCB0OH692UDJ,1470124327,5
A2BFYRLZH7A1VM,1470124327,5
A2EQF7DCMLRCSM,1470124327,5
A38GTWP8DC82GT,1470124327,5
AZHZZONN1SO6P,1470124327,5
A14P4UH613ZFQZ,1470124327,5
A2O22S3T4GE9QV,1470124327,5
A1C1GKIO9CUFJR,1470124327,5
A37J1XCFNH6FM4,1470124327,5
A203QQMJRIN721,1470124327,5
A2O4Z88GVCITJY,1470124327,5
A34BRH9R7DHXWU,1470124327,5
A3TOTE4FXWI1LY,1470124327,4
A2Y7HPX4JGE3D0,1470124327,5
A2EP4BREV46QZ8,1470124327,5
A2QIH5TAPEKLDA,1470124327,2
A2ZFNTQNMXA3AT,1470124327,5
A2ST4LBAAO72H4,1470124327,5
A1CXGXJZZ3AXR5,1470124327,5
A2IP8CT8CHOVPB,1470124327,5
A10G4B3KCHZ89S,1470124327,5
A2WVEBYYZXU3LQ,1470124327,5
A2T5K3HIGHJYE8,1470124327,5
A2QRFHJ2MOY662,1470124327,4
AKH906R0Z1PPS,1470124327,5
ASIR2AXLUQJJW,1470124327,5
A1V1F0O2OU5PL9,1470124327,5
AB5F6705JT7US,1470124327,5
AW2YV4VRZB837,1470124327,5
A3BDLAPOIZXEBL,1470124327,5
A1HXF0IBWTAP84,1470124327,5
